Name of location,City/Municipality,Province,Region 
Brgy. 47 Arimbay,Legazpi,,
Brgy. Rawis,Legazpi,,
RHU Goa,Goa,,
Matacla,Goa,,
San Jose,Goa,,
Tagontong,Goa,,
Catagbacan,Goa,,
Napawon,Goa,,
Goa Infirmary,Goa,,
RHU and Lagonoy PNP Checkpoint,Goa,,
RHU and San Jose PNP Checkpoint,Goa,,
Mabolo Checkpoint,Naga,,
Milaor Checkpoint,Tagaytay,,
Del Rosario Checkpoint,Tagaytay,,
San Felipe Checkpoint,Tagaytay,,
PDRRMO,Tagaytay,,
BFP VIRAC,Tagaytay,,
Bato MC Hospital,Tagaytay,,
Alberto Hospital,Tagaytay,,
Cotta PNP ,Tagaytay,,
Mayao Crossing ,Tagaytay,,
Ibabang Dupay ,Tagaytay,,
DRRMO Gulang gulang,Tagaytay,,
Cotta Dulo PnP,Tagaytay,,
Domoit PnP,Tagaytay,,
Isabang,Tagaytay,,
Ibabang Iyam,Tagaytay,,
Mt Carmel Hospital,Tagaytay,,
Doctors Hospital,Tagaytay,,
MMG Cooperative Hospital,Tagaytay,,
St Anne Gen Hospital,Tagaytay,,
QMC,Tagaytay,,
Aquinas Univ Hospital,Legazpi,,
Estevez Memorial Hospital,Legazpi,,
Legazpi City Fire Department,Legazpi,,
BFP Embarcadero,Legazpi,,
Camagong San Jose ,Goa,,
Lagonoy PNP ,Goa,,
Brgy Tanod and BHW Burabod,Goa,,
San Jose PNP ,Goa,,
Coastal Lagonoy Cams Sur,Goa,,
Camagong Lagonoy Cams Sur,Goa,,
Tigaon PNP ,Goa,,
San Jose,Tagaytay,,
Tagontong,Tagaytay,,
Catagbacan,Tagaytay,,
Napawon,Tagaytay,,
Brgy. Bogtong,Tagaytay,,
Brgy. San Roque,Tagaytay,,
Brgy. Bonot,Tagaytay,,
Brgy. Buraguis,Tagaytay,,
PNP Military,Tagaytay,,
Daraga Doctors Hospital,Tagaytay,,
LGU Daraga,Tagaytay,,
BHW & Tanod,Tagaytay,,
Bgy Health Workers,Tagaytay,,
Bgy Washington,Tagaytay,,
Juan M. Alberto Hospital,Tagaytay,,
RHU San Andres,Virac,,
BFP virac ,Virac,,
MDRRMO,Dasmarinas,,
PDRRMO,Dasmarinas,,
PHO,Dasmarinas,,
Camp Francisco ,Dasmarinas,,
Virac MPS,Dasmarinas,,
Phil Army,Dasmarinas,,
RHU Virac,Dasmarinas,,
CDHI,Dasmarinas,,
Zantua Hospital,Dasmarinas,,
EBMC,Dasmarinas,,
Coast Guard/Virac/San Andres,Dasmarinas,,
Immaculate Mary Hospital,Dasmarinas,,
"Virac BFP,PNP,AFP",Trece Martires,,
Philippine National Red Cross,Trece Martires,,
"San Andres MDRRMO, PNP, AFP,BFP",Trece Martires,,
Gigmoto Rural Health Unit,Trece Martires,,
San Isidro Checkpoint,Trece Martires,,
MSS Checkpoint,Trece Martires,,
Brgy 10 Checkpoint,Virac,,
Madulao Checkpoint,Virac,,
Ajos Checkpoint,Virac,,
Tagbakin Ibaba Checkpoint,Virac,,
Pacabit Checkpoint,Virac,,
Tagbakin Ilaya Checkpoint,Virac,,
Canculajao Checkpoint,Virac,,
Sta Maria Dao Checkpoint,Virac,,
San Roque Checkpoint,Virac,,
BFP Checkpoint,Catanauan,,
Brgy Calumpang,Calumpang,,
Brgy Calumpang,Virac,,
Brgy Ibas,Virac,,
Brgy Tongko,Virac,,
Brgy Mate,Virac,,
Brgy Palale,Calumpang,,
PNP Calumpang,Calumpang,,
Regional Hospital - Sariaya,Calumpang,,
Monestary of St Claire,Calumpang,,
Brgy Ibas,Calumpang,,
Brgy Tongko,Calumpang,,
Brgy Mate,Calumpang,,
DSWD,Legazpi,,
Legazpi,Legazpi,,
Bulan PNP,Bulan,,
Brgy Fabrica,Bulan,,
Brgy Aquino,,,
Brgy. Tinago,Legazpi,,
Brgy. Bitano,Legazpi,,
Brgy. Bagong Abre,Legazpi,,
Brgy. Capantawan,Legazpi,,
Victory Village,Legazpi,,
Cabangan West,Legazpi,,
Matanag,Legazpi,,
Buyuan,Legazpi,,
Washington Drive,Legazpi,,
Camp Ola,Legazpi,,
Bogtong,Legazpi,,
Padang,Legazpi,,
Sto. Domingo,Legazpi,,
RHU Lagonoy,Goa,,
St. John Hospital ,Goa,,
Sabang San Jose,Goa,,
RHU San Jose,Goa,,
Salogon San Jose PNP checkpoint,Goa,,
Boclod San Jose ,Goa,,
Sangay District Hospital ,Goa,,
RHU Sangay ,Goa,,
RHU Tigaon ,Goa,,
Mabca Sangay,Goa,,
May anaw Sangay,Goa,,
San Antonio Sangay Cams Sur,Goa,,
Medicare San Jose ,Goa,,
Brgy Tulatula Health Workers,Legazpi,,
Bgy 8 Washington Drive,Legazpi,,
Brgy Health Workers & Brgy Tanod Brgy. 2 Ems Barrio South,Legazpi,,
Brgy Health Workers & Brgy Tanod of Brgy. Baño,Legazpi,,
Checkpoint,Daraga,,
Daraga Doctors Hospital,Daraga,,
LGU Daraga/Tanod/BHW,Daraga,,
Pili Plice station,Pili,,
PNP/AFP,Pili,,
Checkpoint - Viga,Virac,,
Medical Team- Viga,Virac,,
Panganiban Checkpoint/Medical ,Virac,,
Bagamanot Checkpoint/Medical,Virac,,
RHU Baras Workers,Virac,,
San Miguel Checkpoint/Medical,Virac,,
RHU San Miguel,Virac,,
Coast Guard/Virac/San Andres,Virac,,
San Andres Fire/Phil Army/PNP,Virac,,
Immaculate Mary Hospital,Virac,,
Zantua Hospital,Virac,,
RHU Virac,Virac,,
Gigmoto Rural Health Unit,Virac,,
San Andres MDRRMO,Virac,,
Redcross Virac,Virac,,
PDRRMO,Virac,,
Brgy. Sta. Elena,Virac,,
Brgy. Bigaa,Virac,,
Brgy Sta. Cruz,Virac,,
Brgy Concepcion,Virac,,
Virac MPS,Virac,,
Caramoran RHU,Virac,,
Caramoran PNP,Virac,,
Caramoran BFP,Virac,,
Caramoran CAFGO/AFP,Virac,,
Pandan PNP,Virac,,
Pandan RHU,Virac,,
Pandan PDH,Virac,,
Pandan Phil Army,Virac,,
Pandan BFP,Virac,,
Pandan PCG,Virac,,
Pandan BFP,Legazpi,,
Viga District Hospital,Virac,,
LGU Virac -Volunteers,Virac,,
LGU Virac -Mayors Office,Virac,,
Brgy Calampong,Virac,,
Brgy Marilima,Virac,,
Brgy Calatagan Proper,Virac,,
Brgy Gogon Sirangan,Virac,,
Brgy Sta. Elena,Virac,,
Brgy Palta Big,Virac,,
Brgy F. Tacorda,Virac,,
Brgy Palta Small,Virac,,
Brgy San Roque,Virac,,
Brgy Francia,Virac,,
Brgy Sto. Niño,Virac,,
Brgy San Juan,Virac,,
Brgy Palnab del Sur,Virac,,
Brgy Gogon Sentro,Virac,,
Brgy Sogod Simamla,Virac,,
Brgy Pajo Baguio,Virac,,
Brgy Marcelo Alberto,Virac,,
Brgy Simamla Proper,Virac,,
Brgy Hawan Grande,Virac,,
Brgy San Jose,Virac,,
Brgy San Pablo,Virac,,
Brgy Lanao,Virac,,
Bato RHU,Virac,,
MDRRMO/ Emergency response,Polangui,,
RHU/ Polangui,Polangui,,
Fire Dept.,Polangui,,
PPSO/PNP/Public Market/ Agos Bounderies,Polangui,,
Brgy. Ubaliw Check point Centro,Polangui,,
Palawan Adventist Hospital,Virac,,
City health frontliners,Virac,,
MDRRMO Merlina Macararanga,Virac,,
Nuestra Senora Hospital,Virac,,
Dona Marta District Memorial Hospital,Virac,,
Dona Marta Memorial District Hospital,Virac,,
AFP/BFP,Virac,,
Brgy Tagbakin,Virac,,
Gumaca Post/Kalasag at Brgy. Sastre,Virac,,
Gumaca Post/Kalasag at Brgy. Panikihan,Virac,,
Gumaca Post/Kalasag at Brgy Inaclagan,Virac,,
RHU LGU Gumaca,Virac,,
Gumaca District Hospital,Virac,,
MDRRMO LGU Catanauan,Virac,,
Rural Health Units ,Virac,,
Tayabas ,Lucena,,
Pagbilao,Lucena,,
Calayan,Lucena,,
Iyam,Lucena,,
Camp Nakar,Lucena,,
Doctors Hospital,Lucena,,
Tayabas,Lucena,,
Calumpang,Lucena,,
Ikirin ,Lucena,,
St Anne Gen Hospital,Lucena,,
QMC,Lucena,,
MMG Cooperative Hospital,Tayabas,,
Ibabang Dupay,Tayabas,,
Camp Nakar,Tayabas,,
QMC,Tayabas,,
Mt Carmel Hospital,Tayabas,,
St Anne Gen Hospital,Tayabas,,
RedV MMG,Tayabas,,
Queen Margaret,Tayabas,,
Isabang,Tayabas,,
Doctors Hospital,Tayabas,,
Doctors Hospital,Sariaya,,
Ilayang  Dupay,Sariaya,,
MMG Cooperative Hospital,Sariaya,,
DalahicaN,Tayabas,,
Iyam,Tayabas,,
Mt Carmel Hospital,Sariaya,,
Tayabas Community Hospital,Lucena,,
BFP-ERT-DOH/LGU,Lucena,,
Ilayang  Dupay,Lucena,,
MMG Cooperative Hospital,Lucena,,
Dalahican,Lucena,,
Mt Carmel Hospital,Lucena,,
Camp Nakar ,Lucena,,
RedV MMG ,Lucena,,
Queen Margaret,Lucena,,
Central Command ,Lucena,,
Calumpang ,Calumpang,,
QMC,Calumpang,,
Ibas,Calumpang,,
Tongko,Calumpang,,
Mate,Calumpang,,
Public Market,Calumpang,,
Tayabas Community Hospital,Calumpang,,
Department of Social Welfare & Development,Calumpang,,
Quarantine Center,Calumpang,,
Balubal,Calumpang,,
RHU Sariaya,Calumpang,,
Sariaya,Calumpang,,
Bocohan,Calumpang,,
Isabang,Calumpang,,
1st FMFC,Masbate,,
Masbate Police Station,Masbate,,
BFP Masbate,Masbate,,
Civit Military Operations,Masbate,,
21 B Philippine Army,Masbate,,
MICO,Masbate,,
Masbate Phil Coastguard,Masbate,,
Explosion and Ordinace Dept,Masbate,,
Tugbo Checkpoint,Masbate,,
KInamaligan Checkpoint,Masbate,,
Brgy. Centro,Masbate,,
Brgy. Tugbo,Masbate,,
Brgy. Bapor,Masbate,,
Bagumbayan,Masbate,,
Brgy. Ibingay,Masbate,,
F.Magallanes,Masbate,,
Brgy. Nursery,Virac,,
Brgy Cagay,Virac,,
Brgy. Malinta,Masbate,,
Brgy. Asid,Masbate,,
Brgy. Bayombon,Masbate,,
Brgy. Pating,Masbate,,
Brgy. Espinosa,Masbate,,
Brgy Kalipay,Virac,,
PHO,Masbate,,
MC Hospital,Virac,,
Diosesan Hospital,Virac,,
Brgy Balantay,Virac,,
Brgy. Poblacion Uson,Virac,,
Brgy. Balantay,Virac,,
Brgy. G. Alino,Masbate,,
Brgy. Gaid,Masbate,,
Brgy. Canomay,Virac,,
Brgy. Balacawe,Virac,,
Brgy. Banahao,Virac,,
PNP,Virac,,
BFP,Virac,,
Health Office,Virac,,
MSWDO,Virac,,
Moises Hospital,Virac,,
Brgy. Lalaguna,Virac,,
Brgy. Kinamaligan,Virac,,
"Brgy. Sto. Cristo, Uson",Virac,,
"Brgy. Morocborocan, Uson",Masbate,,
Brgy Health Workers & Brgy Tanod of 17 Ilawod 2,Legazpi,,
"Legazpi CPS (CPAC 2)
Airport Site",Legazpi,,
"Legazpi CPS (CPAC 2)
Camp Ola",Legazpi,,
City Health Workers-  Nurse: 35,Legazpi,,
City Health Workers - Volunteer Health Workers: 40,Legazpi,,
City Health Workers - Midwives: 3,Legazpi,,
City Health Workers - Doctors: 3,Legazpi,,
City Health Workers - Utilities: 10,Legazpi,,
City Health Workers - Guards: 4,Legazpi,,
"City Health Workers
 Lab Staff: 5",Legazpi,,
Checkpoints ,Daraga,,
PNP/ CHECK POINT,Polangui,,
FIRE DEPT.,Virac,,
BRGY. CENTRO OCCIDENTAL,Virac,,
DSWD Volunteers,Virac,,
Municipal Hall Healthworkers/Volunteers,Virac,,
BRGY. MAGURANG CHECKPOINT,Polangui,,
Brgy Cavinitan,Virac,,
Brgy Hawan Ilaya,Virac,,
Brgy Magnesia del Sur,Virac,,
Brgy Magnesia Del Norte,Virac,,
Brgy Casoocan,Virac,,
Brgy Igang,Virac,,
Brgy Antipolo Del Sur,Virac,,
Coast Guard,Virac,,
Camp Francisco ,Virac,,
Camp Francisco ,Polangui,,
PHO,Virac,,
 Red cross,Virac,,
Virac BFP,Virac,,
San Andres BFP,Virac,,
San Andres Phil Army,Virac,,
San Andres PNP,Virac,,
Viga PNP,Virac,,
Viga CAFGO,Virac,,
Viga BFP,Virac,,
Viga AFP,Virac,,
Viga Medical Team,Virac,,
Panganiban Checkpoin,Virac,,
Panganiban Medical Team,Virac,,
Bagamanot Checkpoint,Virac,,
Bagamanot Medical Team,Tayabas,,
San Miguel Medical,Virac,,
San Miguel Checkpoint,Lucena,,
Camp General Artemio Ricarte Station Hosp,Puerto Princesa,,
BFP Checkpoint/ Maj Dondy Aguilar,Atimonan,,
RHU,Atimonan,,
Health Worker/ Nurses,Tayabas,,
Barangay Health ERT Brgy 1,Tayabas,,
Barangay Health ERT Brgy 2,Catanauan,,
Barangay Health ERT Brgy 3,Catanauan,,
Barangay Health ERT Brgy 4,Catanauan,,
Barangay Health ERT Brgy 5,Catanauan,,
Barangay Health ERT Brgy 6,Catanauan,,
Barangay Health ERT Brgy 7,Catanauan,,
Barangay Health ERT Brgy 8,Catanauan,,
Barangay Health ERT Brgy 9,Catanauan,,
Barangay Health ERT Brgy 10,Catanauan,,
LGU Repacking Volunteers- Macalelon,Catanauan,,
MDRRMO - Macalelon,Catanauan,,
LGU Repacking Volunteers- Gen Luna,Catanauan,,
MDRRMO - Gen Luna,Catanauan,,
Brgy. Bacong Ilaya,Catanauan,,
Brgy.  San Jose,Catanauan,,
Brgy. San Ignacio,Catanauan,,
Iyam Checkpoint,Lucena,,
Central Command,Calumpang,,
Calumpang,Calumpang,,
Public Market ,Tayabas,,
Brgy. Lapu Lapu,Legazpi,,
Brgy. San JOaquin,Legazpi,,
Brgy. San JOaquin,Tayabas,,
Brgy. Arimbay,Legazpi,,
Brgy. Pawa,Legazpi,,
Brgy. Pawa,Tayabas,,
Brgy Dita,Tayabas,,
Brgy Dita,Sariaya,,
Brgy. PNR Site,Sariaya,,
Brgy. PNR Site,Legazpi,,
Brgy. Oro Site,Legazpi,,
Brgy. Rizal,Legazpi,,
Brgy Tamaoyan,Legazpi,,
Brgy. San Roque,Legazpi,,
DEPED,Masbate,,
Baleno Masbate,Masbate,,
"Brgy. Pawa, Masbate City",Masbate,,
PNP Camagong San Jose Checkpoint,Goa,,
Camagong Lagonoy Checkpoint ,Goa,,
Boclod PNP checkpoint,Goa,,
Tiagao PNP Checkpoint,Goa,,
Tagontong PNP Checkpoint,Goa,,
Catagbacan PNP Checkpoint,Goa,,
Goa Infirmary ,Goa,,
"Legazpi CPS (CPAC 2)
Bogtong",Legazpi,,
UST Hospital,Legazpi,,
oLD sAN rOQUE cHECKPOINT,Pili,,
Maharlika/ Volunteers/ Traffic,Polangui,,
Brgy Sugcad Checkpoint,Polangui,,
Brgy. Gabon Checkpoint,Polangui,,
Brgy Balinad Checkpoint ,Polangui,,
Brgy Cento Oriental/ Checkpoint,Polangui,,
Brgy. Mendez/ checkpoint,Polangui,,
Brgy. Pintor/ Checkpoint,Polangui,,
Municipal Volunteers/Healthworkers,Polangui,,
PPSO/Public Market/ Agos Bounderies,Polangui,,
SK Tubli Caramoran,Virac,,
DOH HRH Panganiban,Virac,,
Baras RHU,Virac,,
Baras PNP,Virac,,
Baras BFP,Virac,,
Coast Guard Virac,Virac,,
Coast Guard San Andres,Virac,,
Coast Guard Codon,Virac,,
Danicop Checkpoint,Virac,,
Pajo Checkpoint,Virac,,
Palta Checkpoint,Virac,,
Airport Checkpoint,Virac,,
Gogon Checkpoint,Virac,,
"Buenavista Checkpoint
(Quarantine Facility)",Virac,,
Market Checkpoint,Virac,,
Concepcion Checkpoint,Virac,,
San Pedro Checkpoint,Virac,,
Francia Checkpoint,Virac,,
San Vicente Checkpoint,Virac,,
Puniton Checkpoint,Virac,,
Bigaa Checkpoint,Virac,,
Narra Hospital,Virac,,
Narra Command Post,Virac,,
Barangay Rizal Frontliners,Virac,,
Barangay Villa Nava Frontliners,Virac,,
Barangay Rosario Frontliners,Virac,,
Brgy. Maunlad Frontliners,Virac,,
Brgy. Pipisik Frontliners,Virac,,
Brgy. Mabini Frontliners,Virac,,
Brgy. Buensoceso Frontliners,Virac,,
Brgy. Bagong Buhay Frontliners,Virac,,
Brgy. Tabing Dagat Frontliners,Virac,,
Brgy. San Diego Frontliners,Virac,,
Brgy. Penafrancia Frontliners,Virac,,
Bicol Regional and Training Hospital ,Virac,,
Brgy Health Workers & Brgy Tanod Brgy. Mabinit,Virac,,
Camp Nakar,Virac,,
Doctors Hospital,Virac,,
QMC,Virac,,
PRC Cam Sur,Naga,,
PS2-NCPO,Virac,,
RHU- Camaligan,Virac,,
Municipal Health Office - Magarao,Virac,,
IMTS- Naga City,Virac,,
Brgy Health Workers & Brgy Tanod Brgy. 15 Ilawod 3,Legazpi,,
Brgy Health Workers & Brgy Tanod Brgy.9 Pinaric,Legazpi,,
Brgy Health Workers & Brgy Tanod Brgy. 4 Sagpon,Legazpi,,
Brgy Health Workers & Brgy Tanod Brgy. 11 Maoyod,Legazpi,,
Brgy. Kinamaligan,Masbate,,
Masbate,Masbate,,
Masbate,Atimonan,,
MASBATE DOCTORS HOSPITAL,Atimonan,,
Mobo - Brgy Pinamarbuhan,Masbate,,
Mobo - Brgy Poblacion,Masbate,,
Mobo - Brgy. Banadero,Masbate,,
Mobo - Brgy. Mandali,Masbate,,
Mobo - Brgy Dacu,Masbate,,
Mobo - Brgy Licuson,Masbate,,
Mobo - Marintoc,Masbate,,
Brgy Health WorkersBrgy Kinamaligan,Masbate,,
MC Hospital,Masbate,,
Diocesan Nurses and Doctors,Masbate,,
Brgy. Lagundi Ticao Island,Gen Luna,,
Brgy. Burgos Ticao Island,Gen Luna,,
Brgy. Costarica Ticao Island,Gen Luna,,
Brgy. Mabuhay Ticao Island,Gen Luna,,
Brgy. Matabao Ticao Island,Gen Luna,,
Brgy. Poblacio Ticao Island,Masbate,,
Brgy. Buenavista Ticao Island,Masbate,,
Brgy. Ipil Ticao Island,Masbate,,
Brgy. Magsasaka Ticao Island,Masbate,,
Brgy. Canelas Ticao Island,Masbate,,
Brgy. Talisay Ticao Island,Tayabas,,
Brgy. Silangan Ticao Island,Tayabas,,
Brgy. Buyo Ticao Island,Masbate,,
Brgy. Almine Ticao Island,Tayabas,,
Brgy. Bagacay Ticao Island,Tayabas,,
Brgy. Bagahanglad Ticao Island,Tayabas,,
Brgy. Bartulabac Ticao Island,Tayabas,,
Brgy. Burgos Ticao Island,Tayabas,,
Brgy. Kalipat an Ticao Island,Tayabas,,
Brgy. Danao Ticao Island,Tayabas,,
Brgy. Rizal Ticao Island,Masbate,,
Brgy. Cogon Ticao Island,Masbate,,
Brgy. Tuguron Ticao Island,Masbate,,
Brgy. Real Ticao Island,Masbate,,
Brgy. Morocborocan Ticao Island,Masbate,,
Brgy. CantornaTicao Island,Masbate,,
Brgy. Antipolo,Masbate,,
Banco,Masbate,,
Bigaa,Masbate,,
Bontod,Masbate,,
Buenasuerte,Masbate,,
Intusan,Masbate,,
Libtong,Masbate,,
Maanahao,Masbate,,
Mabini,Masbate,,
Malibas,Masbate,,
Maravila,Masbate,,
Matugnao,Masbate,,
Miabas,Masbate,,
Nabangig,Masbate,,
Nipa,Masbate,,
Parina,Masbate,,
Poblacion,Masbate,,
Salvacion,Masbate,,
San Carlos,Masbate,,
San Isidro1,Masbate,,
Santa Cruz,Masbate,,
Tugbo,Masbate,,
Pinamarbuhan,Masbate,,
Poblacion1,Masbate,,
Poblacion2,Masbate,,
Lalaguna1,Masbate,,
Lalaguna2,Masbate,,
RMG Police,Masbate,,
MDRRMO,Masbate,,
RHU,Masbate,,
Mobo Repacking Center,Masbate,,
Marintoc,Masbate,,
Balatucan,Masbate,,
Dacu,Masbate,,
Agoho,Masbate,,
Baras,Masbate,,
Almero,Masbate,,
Domorog,Masbate,,
GUadalupe,Masbate,,
Iligan,Masbate,,
Labangtayatay,Masbate,,
Labrador,Masbate,,
Libertad,Masbate,,
Polacion,Masbate,,
Potingbato,Masbate,,
San Roque,Masbate,,
Santiago,Masbate,,
Tawad,Masbate,,
Brgy. Baao,Masbate,,
Brgy. Banase,Masbate,,
Brgy. Cagpandan,Masbate,,
Brgy. Cancahorao,Pili,,
Brgy. Canjonday,Masbate,,
Brgy. Docol,Masbate,,
Brgy. Gangao,Masbate,,
Brgy. Lagta,Masbate,,
Brgy. Lahong,Masbate,,
Brgy. Lipata,Masbate,,
Brgy. Madancalan,Masbate,,
Brgy. Magdalena,Masbate,,
Brgy. Manoboc,Masbate,,
Brgy. Poblacion,Masbate,,
Brgy. Batutea ,Masbate,,
Brgy. Balantay,Masbate,,
Brgy. Balocawe,Masbate,,
Brgy. Banahao,Masbate,,
Brgy. Buenaflor,Masbate,,
Brgy. Buracan,Masbate,,
Brgy. Cabanoyoan,Masbate,,
Brgy. Cabrera,Masbate,,
Brgy. Cadulan,Masbate,,
Brgy. Canomay,Masbate,,
Brgy. Calabad,Masbate,,
Brgy. Divisoria,Masbate,,
Brgy. Piaong,Masbate,,
Brgy. Mambog,Virac,,
Brgy. Rizal,Masbate,,
San Vicente,Virac,,
Brgy. Suba,Virac,,
Brgy. Magcaraguit,Virac,,
Brgy. Gregorio Alenio Dimasalang,Virac,,
Brgy. Batutea ,Virac,,
Brgy. Bacolod,Virac,,
Brgy. Bangad,Virac,,
Brgy. Bara,Virac,,
Brgy. Calasuche,Virac,,
Brgy. Calumpang,Virac,,
Brgy. Capaculan,Virac,,
Brgy. Cayabon,Virac,,
Brgy. Matanglad,Virac,,
Brgy. Narangasan,Virac,,
Brgy. Poblacion,Virac,,
Rural Health Unit,Masbate,,
Brgy. Tubigan,Masbate,,
Brgy. Lampuyang,Masbate,,
Brgy. Buenaswerta,Masbate,,
Brgy. Guindwahan,Masbate,,
Brgy. Bugtong,Masbate,,
Brgy. Bugang,Masbate,,
Brgy. Tangue,Masbate,,
Brgy. Palho,Masbate,,
Brgy. Casabangan,Masbate,,
Brgy. Tubog,Masbate,,
Brgy. Bunducan,Masbate,,
Brgy. Alegria,Masbate,,
Brgy. Salvasion,Masbate,,
Brgy. Mabuhay,Masbate,,
Brgy. Calong ongan,Masbate,,
Brgy. Labigan,Masbate,,
Brgy. Cabangrayan,Masbate,,
PNP,Masbate,,
BFP,Masbate,,
MSWD,Masbate,,
Brgy. Secretaries,Masbate,,
Brgy. Arado,Masbate,,
Brgy. Armenia,Masbate,,
Brgy. Aurora,Masbate,,
Brgy. Badling,Masbate,,
Brgy. Bonifacio,Masbate,,
Brgy. Buenasuerte,Masbate,,
Brgy. Buenavista,Masbate,,
Brgy. Campana,Masbate,,
Brgy. Candelaria,Masbate,,
Brgy. Crossing,Masbate,,
Brgy. DEl Carmen,Masbate,,
Brgy. Del Rosario,Masbate,,
Brgy. Libertad,Masbate,,
Brgy. Madao,Masbate,,
Brgy. Mabini,Masbate,,
Brgy. Magsaysay,Masbate,,
Brgy. Marcella,Masbate,,
Brgy. MIaga,Masbate,,
Brgy. Mongahay,Masbate,,
Brgy. Morocborocan,Masbate,,
Brgy. Abaca,Masbate,,
Brgy. Aguada,Masbate,,
Brgy. Badiang,Masbate,,
Brgy. Bagumbayan,Masbate,,
Brgy. Cadulawan,Masbate,,
Brgy. Cagbatang,Masbate,,
Brgy. Chimenia,Masbate,,
Brgy. Concepcion,Masbate,,
Brgy. Curvada,Masbate,,
Brgy. Gahit,Masbate,,
Brgy. Maanahaw,Masbate,,
Brgy. Malubago,Masbate,,
Brgy. Madawisan,Masbate,,
BRgy. Madamba,Masbate,,
Brgy. Maingaran,Masbate,,
Brgy. Usab,Masbate,,
Brgy. Pawa,Masbate,,
BRgy.Kalulud,Masbate,,
Brgy. Batuan,Masbate,,
Brgy. Sambulawan,Masbate,,
Maharlika Checkpoint,Polangui,,
Agos Checkpoint,Polangui,,
Healthworkers,Polangui,,
Healthworkers volunteers,Polangui,,
PNP Checkpoint- Brgy Ikirin,Atimonan,,
PNP Checkpoint-Brgy Talipan,Atimonan,,
MDRRMO,Atimonan,,
Brgy. Tanod Town Entrance Checkpoint,Atimonan,,
San Rafael Lagonoy Checkpoint ,Goa,,
San Ramon Lagonoy Checkpoint ,Goa,,
Burabod Lagonoy Checkpoint,Goa,,
Burabod Minoro Checkpoint,Goa,,
Binauahan Checkpoint,Goa,,
Dahat Checkpoint,Goa,,
Loho Checkpoint,Goa,,
San Sebastian Checkpoint,Goa,,
Kinahulugan Checkpoint,Goa,,
Panagan Checkpoint,Goa,,
San Rafael PNP checkpoint,Goa,,
Agpo Lagonoy ,Goa,,
Mabalod Balod Checkpoint,Goa,,
Salvacion Checkpoint,Daraga,,
Petron Darga Checkpoint,Daraga,,
Caltex Daraga Checkpoint,Daraga,,
Tabon Tabon CP,Daraga,,
Villa Hermosa CP,Daraga,,
PNR Site CP,Daraga,,
MSWD Daraga,Daraga,,
Brgy Health Workers & Brgy Tanod Brgy. Estanza,Legazpi,,
"DSWD Volunteer Repackers
Bonot Legazpi",Legazpi,,
"DSWD Volunteer Repackers
Bogtong Legazpi",Legazpi,,
Masbate City,Masbate,,
Brgy. 38  Gogon,Legazpi,,
Brgy. Cabangan,Legazpi,,
Penaranda Tanod,Legazpi,,
Bigaa Tanod Frontliners,Legazpi,,
Brgy. Puro,Legazpi,,
Brgy. Taysan,Legazpi,,
Brgy. Bariis,Legazpi,,
Brgy Homapon,Legazpi,,
Brgy. Siping,Legazpi,,
Brgy. Alas,Masbate,,
Brgy Ayat,Masbate,,
Brgy. Bat ongan,Masbate,,
Brgy. Cabitan,Masbate,,
Brgy. San Juan,Masbate,,
Brgy. Tagpu,Masbate,,
Pili RegionalHealth Unit,Pili,,
Checkpoint basud,Polangui,,
Checkpoint Magurang Ubaliw,Polangui,,
RHU- under Dr Argulla,Atimonan,,
Checkpoint Public Market,Atimonan,,
Port Check point,Atimonan,,
Fishing Port Checkpoint,Atimonan,,
Bondoc Peninsula District Hospital,Catanauan,,
Talipan,Lucena,,
"City Social Welfare
Bitano Area",Lucena,,
"PNP / BFP Checkpoint (Brgy. Tanauan, boundary of Atimonan & Plaridel)",Atimonan,,
Nuestra Senora Hospital,Atimonan,,
GSO Relief Good Packers,Atimonan,,
Joint Pagbilao Checkpoint,Atimonan,,
Rural Health Unit Personnel of Mulanay,Catanauan,,
PNP Macalelon Municipal Police,Catanauan,,
Brgy. 9 Police and volunteers,Catanauan,,
PNP Pitogo,Gumaca,,
Pitogo RHU,Gumaca,,
"Brgy. Ikirin Joint Pagbilao Checkpoint of AFP, PNP, Barangay Tanod, BFP",Atimonan,,
"Brgy. Talipan Joint Pagbilao Checkpoint of AFP, PNP, Barangay Tanod, BFP",Atimonan,,
LGU MDRRMO GSO/Relief Goods Packers,Atimonan,,
BMC Hospital,Naga ,,
RHU Camaligan,Naga ,,
Naga City Hospital,Naga ,,
RHU Magarao,Naga ,,
CSWDO,Legazpi,,
MSWDO Daraga,Daraga,,
DOLE Albay,Daraga,,
LGU Bato,Virac,,
BFP Gen Luna,Catanauan,,
BFP Catanauan,Catanauan,,
Brgy Sagpon Checkpoint,Legazpi,,
Brgy Camalig Checkpoint,Legazpi,,
Brgy Ilawod Checkpoint,Legazpi,,
Brgy Sumlang Checkpoint,Legazpi,,
Brgy Tinago Checkpoint,Legazpi,,
Albay Doctors Hospital,Legazpi,,
Penarand PNP,Legazpi,,
Pigcale,Legazpi,,
Imperial Court,Legazpi,,
Sabang,Legazpi,,
Binanuahan,Legazpi,,
Dinagaan,Legazpi,,
Ospital ng Maynila,Pasay,,
PNP ORG Police Station 1,Cebu ,,
PCP4 Sta. Elena Police Station Checkpoint,Marikina,,
Philippine National Red Cross,Manila,,
Mabolo Health Center,Cebu ,,
